NETWORK_STRUCTURE,POPULATION_SIZE,MAX_GENERATIONS,REPLICATION_RATE,MUTATION_RATE,LEARNING_RATE,TOURNAMENT_SIZE,BEST_SCORE
16 8 4 1,100,100,0.2,0.2,0.15,75,0.8676041666666667
