NETWORK_STRUCTURE,POPULATION_SIZE,MAX_GENERATIONS,REPLICATION_RATE,MUTATION_RATE,LEARNING_RATE,TOURNAMENT_SIZE,BEST_SCORE
16 32 16 1,150,50,0.15,0.3,0.1,50,0.9004861111111111
16 32 16 1,150,50,0.15,0.45,0.1,50,0.8832291666666666
16 32 16 1,150,50,0.15,0.6,0.1,50,0.9195833333333333
16 32 16 1,150,50,0.15,0.7,0.1,50,0.9335416666666667
16 32 16 1,150,50,0.15,0.8,0.1,50,0.910451388888889
16 32 16 1,150,50,0.15,0.9,0.1,50,0.9096875
