NETWORK_STRUCTURE,POPULATION_SIZE,MAX_GENERATIONS,REPLICATION_RATE,MUTATION_RATE,LEARNING_RATE,TOURNAMENT_SIZE,BEST_SCORE
16 16 8 1,150,50,0.1,0.3,0.1,50,0.8943055555555555
16 16 8 1,150,50,0.1,0.45,0.1,50,0.9142013888888889
16 16 8 1,150,50,0.1,0.6,0.1,50,0.8973958333333333
16 16 8 1,150,50,0.1,0.7,0.1,50,0.8951041666666666
16 16 8 1,150,50,0.1,0.8,0.1,50,0.90125
16 16 8 1,150,50,0.1,0.9,0.1,50,0.9174305555555555
